N_REGISTRO,PRAIA,TIPO_REG,DATA_OCORR,N_NINHO,HORA_OCORR,GPS_ID,WAYPOINT,LATITUDE,LONGITUDE,TURTLE_ID,MARCAS_COL_Esquerda,MARCAS_COL_Direita,MARCAS_COL_Posterior_Esquerda,MARCAS_COL_Posterior_Direita,MARCAS_ENC_Esquerda,MARCAS_ENC_Direita,MARCAS_ENC_Posterior_Esquerda,MARCAS_ENC_Posterior_Direita,MARCAS_RET,COMP_CASCO,LARG_CASCO,COLETA_MAT_FEMEAS,VIAL _N,SITUACAO,TEMP_LOGGER_ID,TEMP_LOGGER_DEPLOYED,TEMP_LOGGER_REMOVED,TEMP DOWNLOAD - DATE,TEMP_TRANSF,OVOS_TRANSF,OVOS_FUR,LATITUDE_DESTINO,LONGITUDE_DESTINO,DATA_ECLOS,DATA_ABERT,HIST_NINHO,VIVOS,NATIMORTOS,OVOS_N_ECL,OVOS_TOT,COLETA_MAT_Filhotes,Filhotes amostrados,INCUBACAO,Hatching success,OBSERVACAO
241,LEO,CD,13-Mar-23,131,20:27,11,471,-3.86944,-32.43658,F29,NA,NA,NA,NA,BRA 31356,BRA 31357,NA,NA,NA,NA,NA,NAO,NA,I,21639885,3/13/2023 20:57,5/12/2023 20:45,13-May-23,NA,NA,NA,NA,NA,NA,12-May-23,SU,2,0,48,50,NAO,NA,NA,4,"Painted, tag photos OK. 2 small abnormal eggs. 2 stuck hatchlings. Some eggs were opened and they were totally undeveloped, no blood spot or anything. Aberto com 60 dias."
242,LEO,SD,13-Mar-23,NA,20:27,11,472,-3.86938,-32.43618,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cama proxima ao ninho #?; fez 3 camas.
243,LEO,CD,13-Mar-23,132,20:30,11,470,-3.86963,-32.43699,F19,NA,NA,NA,NA,BRA 31337,BRA 31339,NA,NA,NA,NA,NA,SIM,#N132 13-Mar-2023 BRA 31337 BRA 31339,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-May-23,7-May-23,SU,78,0,22,100,NAO,NA,55,78,"NA. When nest 132 was inventoried, two eggs were accidentally taken out from nest 242. The eggs were replaced in the chamber and moved the stake closer to the nest."
244,LEO,CD,13-Mar-23,134,20:30,11,473,-3.86936,-32.43654,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,SIM,#N134 13-Mar-2023 BRA 31382 BRA 31391,I,21639870,3/13/2023 21:29,5/5/2023 09:02,5-May-23,NA,NA,NA,NA,NA,4-May-23,4-May-23,SU,91,2,2,95,SIM ,40,52,95.79,repainted.
245,LEO,CD,13-Mar-23,133,20:35,10,340,-3.86993,-32.43769,F2,NA,NA,NA,NA,BRA 27873,BRA 31301,NA,NA,NA,NA,NA,NAO,NA,I,21648042,3/13/2023 21:50,5/6/2023 04:05,6-May-23,NA,NA,NA,NA,NA,5-May-23,5-May-23,SU,82,0,4,86,SIM ,40,53,95.35,Repainted; close to nest #39.
246,LEO,CD,13-Mar-23,135,20:37,10,339,-3.86977,-32.438,F23,NA,NA,NA,NA,BRA 21670,BRA 21625,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-May-23,5-May-23,SU,80,1,21,102,SIM ,40,53,78.43,"Repainted; a big rock fell on her flipper while camoflaging, it was removed and she continued as normal."
247,LEO,CD,13-Mar-23,136,22:00,10,341,-3.86947,-32.43603,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-May-23,5-May-23,SU,89,0,1,90,NAO,NA,53,98.89,3 anômalos pequenos. 1 stuck hatchling.
248,LEO,ML,13-Mar-23,NA,NA,10,342,-3.86946,-32.43509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsighted, between 21:30 and 22:00."
249,LEO,CD,13-Mar-23,ND,22:15,10,343,-3.86943,-32.43574,F7,NA,NA,NA,NA,BRA 31303,BRA 31317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NM,,,,,,,,,"3 body pits with egg chambers with rocks; destroyed the cage for nest #8 (need to re-cage), and took out the stake for nest #8 also"
250,LEO,SD,14-Mar-23,NA,20:30,11,474,-3.86939,-32.43598,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Near the river at the beginning at the beach.
251,LEO,ML,14-Mar-23,NA,23:11,10,344,-3.86948,-32.43485,F32,NA,NA,NA,NA,BRA 31346,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Beginning at the beach.
252,LEO,ML,14-Mar-23,NA,23:11,10,345,-3.86943,-32.43535,F9,NA,NA,NA,NA,BR 53375,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Beginning of the beach. Ran over stake #64.
253,LEO,CD,14-Mar-23,137,23:48,11,475,-3.86969,-32.43665,F21,NA,NA,NA,NA,BRA 31348,BRA 31349,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-May-23,5-May-23,SU,77,0,13,90,NA,NA,52,85.56,"Pintada. Derrubou estaca N16, estaca ancorada recolocada no lugar."
254,LEO,CD,15-Mar-23,138,20:25,10,346,-3.86958,-32.43687,F41,NA,NA,NA,NA,BRA 31399,BRA 31400,NA,NA,NA,NA,NA,SIM,#N138 15-MAR-2023 BRA 31399 BRA 313400,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-May-23,8-May-23,SU,73,0,6,79,NAO,NA,53,92.41,Muito rapida! Multiple body pits. -- stake knocked over on 31-Mar-2023 by F34
255,LEO,CD,15-Mar-23,139,20:30,10,347 (I) e 348 (P),-3.86983,-32.43876,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,120,0,-3.87011,-32.43809,5-May-23,5-May-23,SU,113,0,5,118,NAO,NA,51,95.76,Roots and ants in chamber. Foto Marca OK. Repainted. Original nest by the beach house. 
256,LEO,ML,15-Mar-23,NA,03:30,11,476,-3.87029,-32.43927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted turtle near water in front of the beach house. 
257,LEO,CD,15-Mar-23,140,03:50,11,478,-3.86952,-32.43601,F30,NA,NA,NA,NA,BRA 21668,BRA 21667,NA,NA,NA,NA,NA,NA,NA,I,21648051,3/16/2023 04:44,5/6/2023 08:36,6-May-23,NA,NA,NA,NA,NA,5-May-23,5-May-23,SU,50,2,46,98,SIM,40,51,51.02,Turtle sighted leaving the beach. Site looks like a potential missed CD. Vic found the nest using the tool after the nest had been laid. 30 eggs were removed and a hobo placed into the nest. The nest is near the river at the beginning of the beach. --- 1 Anomalo pequeno. 1 Stuck. Lots of raizes. 
258,LEO,CD,16-Mar-23,141,20:40,10,349 (I) e 350 (P),-3.86999,-32.43877,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,SIM,#N141 16-Mar-2023 BRA 31354 BR 98349,P,NA,NA,NA,NA,A,105,0,-3.87016,-32.43799,9-May-23,9-May-23,SU,97,0,4,101,NAO,NA,54,96.04,Muitas camas e covas com pedras. Pintada novamente. Desova próxima a pedra em frente da casinha. 
259,LEO,CD,16-Mar-23,143,22:15,11,479,-3.86965,-32.43718,F28,NA,NA,NA,NA,BRA 31372,BRA 31378,BRA 31330,BRA 31310,NA,NA,NA,NAO,NA,I,21639881,3/16/2023 23:54,10-May-2023 05;26,10-May-23,NA,NA,NA,NA,NA,9-May-23,9-May-23,SU,94,0,5,101,NAO,NA,54,93.07,Painted.  *Marcas nas nadadeiras posteriores não foram checadas. 3 hatclings stuck in nest.
260,LEO,CD,16-Mar-23,142,23:20,11,481,-3.86953,-32.43622,F32,NA,NA,NA,NA,BRA 31346,BRA 31347,NA,NA,NA,NA,NA,SIM,#N142 16-Mar-2023 BRA 31346 BRA 31347,I,21639869,3/17/2023 03:20,5/3/2023 18:24,5-May-23,NA,NA,NA,NA,NA,2-May-23,3-May-23,SU,63,3,9,75,SIM,40,47,84,"In vegetation, behind black box of the beach. Lots of roots. Shallow nest. Top of eggs were flush up the sand level. Turtle not painted."
261,LEO,CD,16-Mar-23,144,01:50,10,351,-3.8701,-32.43769,F33,NA,NA,NA,NA,BRA 31350,BRA 31351,NA,NA,NA,NA,NA,SIM,#N144 16-Mar-2023 BRA  31350 BRA 31351,I,21648030,3/17/2023 02:25,5/7/2023 01:30,8-May-23,NA,NA,NA,NA,NA,6-May-23,6-May-23,SU,81,0,2,83,SIM,40,51,97.59,Muito rápida. *Hobo from nest 144 accused low battery and only registered from 08-Mar to 11-Mar-2023. 
262,LEO,CD,16-Mar-23,145,03:55,11,482,-3.87003,-32.43758,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,8-May-23,8-May-23,SU,96,0,2,98,NAO,NA,53,97.96,Repainted.
263,LEO,ML,16-Mar-23,NA,23:30,11,480,-3.86962,-32.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Begginning of the beach. Unsighted turtle.
264,LEO,SD,16-Mar-23,NA,02:05,10,352,-3.86947,-32.43699,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Multiplas camas. Desceu 3:24.
265,LEO,CD,17-Mar-23,146,20:35,10,353,-3.86959,-32.43583,F27,NA,NA,NA,NA,BRA 31374,NA,NA,BRA 31355,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-May-23,10-May-23,SU,101,0,2,103,NAO,NA,54,98.06,Painted 27 sideways. Chamber with a lot of big rocks. Close to toxic box and nest #23 and #52.
266,LEO,CD,17-Mar-23,147,21:50,11,484,-3.86994,-32.43762,F16,NA,NA,NA,NA,BRA 31336,BRA 31338,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-May-23,9-May-23,SU,100,1,6,107,NAO,NA,53,93.46,Repainted. 
267,LEO,CD,17-Mar-23,148,00:50,11,486,-3.87006,-32.43801,F15,NA,NA,NA,NA,BRA 31302,BRA 31304,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-May-23,,PE,,,,,NAO,NA,54,,Painted. 
268,LEO,ML,17-Mar-23,NA,NA,11,483,-3.87039,-32.43842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsighted, antes de 20:30."
269,LEO,SD,17-Mar-23,NA,00:50,10,356,-3.87008,-32.43785,F48,BRA 31384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barnacle on the left of the carapace. Body pit on high tide line. 
270,LEO,ML,17-Mar-23,NA,00:50,11,485,-3.87011,-32.43947,F25,NA,NA,NA,NA,BRA 31366,BRA 31367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
271,LEO,ML,17-Mar-23,NA,NA,10,355,-3.86942,-32.43537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted. Entre 23:00 e 01:00
272,LEO,ML,17-Mar-23,NA,NA,10,354,-3.86972,-32.43527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted. Entre 23:00 e 01:00
273,LEO,CD,18-Mar-23,149,20:31,11,487,-3.86984,-32.43747,F14,NA,NA,NA,NA,BRA 31326,BRA 31361,BRA 31335,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-May-23,11-May-23,SU,128,0,2,130,NAO,NA,54,98.46,Repainted.
274,LEO,ML,18-Mar-23,NA,23:10,11,488,-3.86951,-32.43543,F4,NA,NA,NA,NA,BRA 31313,BRA 31314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML no inicio da praia.
275,LEO,SD,18-Mar-23,NA,23:10,11,489,-3.86945,-32.43539,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD na vegetação do inicio da praia.
276,LEO,ML,18-Mar-23,NA,01:10,11,503,-3.87058,-32.4385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML em frente da casinha.
277,LEO,ML,18-Mar-23,NA,01:15,10,358,-3.87007,-32.43765,F4,NA,NA,NA,NA,BRA 31313,BRA 31314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML no inicio da praia.
278,LEO,CD,18-Mar-23,151,01:25,11,490 (I) e 491 (P),-3.87005,-32.43851,F25,NA,NA,NA,NA,BRA 31366,BRA 31367,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,74,0,-3.87013,-32.43805,7-May-23,10-May-23,SU,63,6,1,70,SIM,40,50,90,"Desovou as 4:30; em frente da casinha; pintada. 1 emerged 7-May, 4 emerged between 7 10-May - 48 emerged before 20:40 on 10-May."
279,LEO,CD,18-Mar-23,150,02:30,10,359,-3.86984,-32.43692,F49,BRA 31240,BRA 31241,NA,NA,NA,NA,NA,NA,NA,101,91.2,SIM,#N150 18-Mar-2023 BRA 31240 BRA 31241,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-May-23,9-May-23,SU,87,0,1,88,SIM,40,52,98.86,"Nao foi possivel tirar fotos, muita chuva no momento; repainted; 1 hatchling stuck, 1 large abnormal egg. "
280,LEO,ML,19-Mar-23,NA,NA,11,492,-3.86942,-32.43516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Antes de 20:30. Unsighted turtle. Beginning of beach by trail.
281,LEO,CD,19-Mar-23,152,20:40,11,493,-3.86976,-32.43727,F43,NA,NA,NA,NA,BRA 31377,BRA 31387,NA,NA,NA,NA,NA,SIM,#N152 19-Mar-2023 BRA 31377 BRA 31387,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,122,0,1,123,NAO,NA,56,99.19,Repainted
282,LEO,CD,19-Mar-23,153,20:40,11,494,-3.86962,-32.43695,F8,NA,NA,NA,NA,BRA 31305,BRA 31320,NA,NA,NA,NA,NA,NAO,NA,I,21309332,3/19/2023 21:19,5/15/2023 02:04,16-May-23,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,116,1,8,125,NAO,NA,56,92.8,Repainted
283,LEO,CD,19-Mar-23,155,20:40,10,360,-3.86961,-32.43661,F12,NA,NA,NA,NA,BRA 31318,BRA 31319,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-May-23,11-May-23,SU,74,9,4,87,SIM,40,53,85.06,Repainted
284,LEO,CD,19-Mar-23,157,20:40,11,498,-3.86945,-32.43559,F18,NA,NA,NA,NA,BRA 31242,BRA 31333,NA,NA,NA,NA,NA,NAO,NA,I,21309299,3/19/2023 22:11,5/14/2023 21:43,16-May-23,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,91,0,13,104,SIM,40,56,87.5,Repainted - Stake knocked over 22-Mar-2023.
285,LEO,CD,19-Mar-23,154,20:45,11,495,-3.86987,-32.43733,F20,NA,NA,NA,NA,BRA 31334,BRA 31359,NA,NA,NA,NA,NA,NAO,NA,I,21639877,3/19/2023 22:45,5/14/2023 05:15,14-May-23,NA,NA,NA,NA,NA,13-May-23,13-May-23,SU,80,1,7,88,SIM,40,55,90.91,Repainted. She was laying on a hill so when she went to cover the nest she slipped down. There may not be as much sand covering nest. I tried to put sand and pressure to cover the nest.
286,LEO,CD,19-Mar-23,156,21:00,10,361,-3.86973,-32.43672,F4,NA,NA,NA,NA,BRA 31313,BRA 31314,NA,NA,NA,NA,NA,NAO,NA,I,21648045,3/19/2023 22:35,5/23/2023 00:00,23-May-23,NA,NA,NA,NA,NA,NA,NA,PE,NA,NA,NA,NA,NAO,NA,NA,NA,"Close to nest #08, #113 and # 77. Very full egg chamber. Hobo estava na superfície, fora do ninho. Ninho não encontrado."
287,LEO,CD,19-Mar-23,158,21:10,11,497,-3.86951,-32.43636,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,NAO,NA,I,21309330,3/19/2023 22:38,5/10/2023 22:26,16-May-23,NA,NA,NA,NA,NA,10-May-23,10-May-23,SU,93,0,7,100,SIM,40,52,93,Repainted. 87 emerged between 20:00 and 21:00.
288,LEO,SD,19-Mar-23,NA,23:01,10,363,-3.86947,-32.43552,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,"Início da praia, cavou nas rochas e vegetação."
289,LEO,ML,19-Mar-23,NA,NA,11,496,-3.86949,-32.43522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Unsighted turtle at the begging of the beach.
290,LEO,SD,20-Mar-23,NA,NA,10,364,-3.86921,-32.43567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Before 20:53. Unsighted turtle. 3 beds and no chambers. 
291,LEO,ML,21-Mar-23,NA,20:30,10,368,-3.8694,-32.43514,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beginning of the beach.
292,LEO,ML,21-Mar-23,NA,20:30,10,367,-3.86953,-32.43513,F17,NA,NA,NA,NA,BRA 31344,BRA 31343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beginning of the beach; walking out of water when arrived.
293,LEO,SD,21-Mar-23,NA,20:30,10,370,-3.86943,-32.43505,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rocks in chamber; beginning of beach
294,LEO,SD,21-Mar-23,NA,20:30,10,370,-3.86943,-32.43505,F40,NA,NA,NA,NA,BRA 31386,BRA 31376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beginning of the beach; was climbing the rocks up the hill.
295,LEO,CD,21-Mar-23,159,20:45,11,499,-3.86953,-32.43701,F44,NA,NA,NA,NA,BRA 31392,BRA 31345,NA,NA,NA,NA,NA,SIM,#N159 21-Mar-2023 BRA 31392 BRA 31345,I,21648040,3/21/2023 21:08,5/7/2023 23:17,8-May-23,NA,NA,NA,NA,NA,6-May-23,7-May-23,SU,104,29,9,142,SIM,40,46,73.24,"Repainted. 10 hatchlings emerged 06-May (night), 19 emerged 06-May (morning). Nest in the vegetation with many roots, and hatchlings were coming totally spreaded into the chamber. Somo hatchlings were still curved. "
296,LEO,ML,21-Mar-23,NA,NA,11,500,-3.86947,-32.43524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted; between 00:00 and 01:04.
297,LEO,CD,21-Mar-23,160,00:45,10,371 (I) e 372 (P),-3.86944,-32.43505,F17,NA,NA,NA,NA,BRA 31344,BRA 31343,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,92,0,-3.87006,-32.43784,14-May-23,14-May-23,SU,88,0,2,90,SIM,40,54,97.78,"relocated; not painted, but previous paint still present"
298,LEO,ML,22-Mar-23,NA,NA,11,502,-3.86992,-32.43715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Antes de 20:42. ML no Meio da praia.
299,LEO,CD,22-Mar-23,163,20:40,10,375,-3.86974,-32.43703,F1,NA,NA,NA,NA,BR 26380,BRA 21602,NA,NA,NA,NA,NA,NAO,NA,I,21648053,3/23/2023 01:05,5/15/2023 01:42,16-May-23,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,131,1,21,153,NAO,NA,53,85.62,"Repainted. Knocked over stake #49. Very close to that nest. It is close to #115, #85 and #73. 3 stuck hatchlings. "
300,LEO,CD,22-Mar-23,164,20:43,11,501,-3.86998,-32.43825,F45,NA,NA,NA,NA,BRA 31245,BRA 31246,NA,NA,NA,NA,NA,SIM,#N164 22-MAR-2023 BRA 31245 BRA 31246,I,21639886,3/22/2023 21:26,5/15/2023 01:24,16-May-23,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,71,0,13,84,SIM,40,53,84.52,Repainted. 2 Abnormal small eggs.
301,LEO,CD,22-Mar-23,161,20:45,10,373,-3.86939,-32.43546,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NAO,NA,I,21648056,3/22/2023 21:28,5/15/2023 02:48,16-May-23,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,72,12,3,87,SIM,48,53,82.76,Knocked over stake #157. Very deep chamber. Repainted turtle. Right tag photos ok. *Ninhos 161 e 166 amostrados juntamente (total: 96 filhotes)
302,LEO,CD,22-Mar-23,162,20:55,10,374,-3.86951,-32.43624,F36,NA,NA,NA,NA,BRA 31362,BRA 31342,NA,NA,NA,NA,NA,NAO,NA,I,21309324,3/22/2023 21:57,5/19/2023 03:20,EA 5/27Not downloaded?? Where is hobo? ,NA,NA,NA,NA,NA,15-May-23,18-May-23,SU,65,1,30,96,SIM,40,54,67.71,Repainted. Very Fast. Close to nest #199. 
303,LEO,CD,22-Mar-23,166,03:00,11,504,-3.86944,-32.43561,F46,NA,NA,NA,NA,BRA 32826,BRA 32827,NA,NA,NA,NA,NA,SIM,#N166 22-MAR-2023 BRA 32826 BRA 32827,I,21648035,3/23/2023 04:18,5/15/2023 02:40,16-May-23,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,96,6,1,103,SIM,48,53,93.2,Derrubou estaca 161. Ninho colado ao 161.(photo). *Ninhos 161 e 166 amostrados juntamente (total: 96 filhotes). Filhotes nasceram na mesma tela.
304,LEO,CD,22-Mar-23,167,03:05,11,505,-3.86983,-32.43712,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,SIM,#N167 22-MAR-23 BRA 31352 BRA 31353 ,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-May-23,15-May-23,SU,109,0,4,113,NAO,NA,54,96.46,Repainted. 
305,LEO,ML,23-Mar-23,NA,20:20,10,376,-3.86939,-32.43546,F22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Início da praia, quase na água quando chegamos. ID pela pintura no casco, não foi possível checar as tags."
306,LEO,CD,23-Mar-23,169,20:22,10,378,-3.86961,-32.43674,F5,NA,NA,NA,NA,BRA 21686,BRA 21685,NA,NA,NA,NA,NA,NAO,NA,I,21309306,3/23/2023 21:35,5/16/2023 03:56,16-May-23,NA,NA,NA,NA,NA,15-May-23,15-May-23,SU,92,2,3,97,SIM,40,53,94.85,"Repainted. Cama funda, derrubou estacas 113 e 77. Próximo aos ninho 93, 114, 156."
307,LEO,CD,23-Mar-23,168,20:24,10,377,-3.86968,-32.4369,F47,NA,NA,NA,NA,BRA 31396,BRA 31398,NA,NA,NA,NA,NA,SIM,#N168 23-Mar-2023 BRA 31396 BRA 31398,I,21309308,3/23/2023 21:18,5/15/2023 03:26,16-May-23,NA,NA,NA,NA,NA,14-May-23,14-May-23,SU,101,0,6,107,SIM,40,52,94.39,Repaited. Cova rasa.
308,LEO,CD,23-Mar-23,170,21:55,10,379,-3.86958,-32.43636,F29,NA,NA,NA,NA,BRA 31356,BRA 31357,NA,NA,NA,NA,NA,NAO,NA,I,21309344,3/23/2023 23:42,5/22/2023 22:10,23-May-23,NA,NA,NA,NA,NA,21-May-23,22-May-23,SU,5,3,63,71,NAO,NA,59,7.04,Muitas camas. Perto do ninho 117. 5 hatchlings emerged before 20:30 on 21-May. - 1 Abnormal small egg. 
309,LEO,CD,23-Mar-23,171,21:57,11,509,-3.86942,-32.43569,F40,NA,NA,NA,NA,BRA 31386,BRA 31376,NA,NA,NA,NA,NA,SIM,#N171 23-Mar-2023 BRA 31386 BRA 31376,I,21309319,3/23/2023 23:04,5/16/2023 23:41,17-May-23,NA,NA,NA,NA,NA,16-May-23,16-May-23,SU,41,45,4,90,SIM,40,54,45.56,Painted. Beginning of the dune by the little river. 45 dead hatchlings stuck under rock. 9 live retained in nest.
